UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temperature_gap,power_proxy,wear_per_torque
257,L47436,L,298.1,308.3,1331,63.0,13,0,No Failure,10.199999999999989,83853.0,0.20634920634920634
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure,10.0,47642.5,0.5084745762711864
259,L47438,L,298.1,308.2,1482,37.9,17,0,No Failure,10.099999999999966,56167.799999999996,0.44854881266490765
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure,10.099999999999966,90738.0,0.297339593114241
261,M15120,M,298.2,308.3,1522,49.1,22,0,No Failure,10.100000000000023,74730.2,0.4480651731160896
262,L47441,L,298.1,308.2,1654,32.1,25,0,No Failure,10.099999999999966,53093.4,0.778816199376947
263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure,10.099999999999966,46524.8,1.007462686567164
264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure,10.100000000000023,51260.1,0.9287925696594428
265,L47444,L,298.1,308.2,1390,47.5,33,0,No Failure,10.099999999999966,66025.0,0.6947368421052632
266,L47445,L,298.0,308.1,1454,37.1,35,0,No Failure,10.100000000000023,53943.4,0.9433962264150944
267,H29680,H,298.0,308.1,1440,43.7,37,0,No Failure,10.100000000000023,62928.00000000001,0.8466819221967963
268,L47447,L,297.9,308.0,1954,21.1,42,0,No Failure,10.100000000000023,41229.4,1.990521327014218
269,H29682,H,297.9,308.0,1800,24.8,44,0,No Failure,10.100000000000023,44640.0,1.7741935483870968
270,L47449,L,298.0,308.0,1524,37.0,49,0,No Failure,10.0,56388.0,1.3243243243243243
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure,10.0,60192.0,1.2878787878787878
272,M15131,M,298.1,308.1,1452,40.8,56,0,No Failure,10.0,59241.6,1.3725490196078431
273,L47452,L,298.1,308.1,1484,40.4,59,0,No Failure,10.0,59953.6,1.4603960396039604
274,L47453,L,298.1,308.0,1426,46.0,61,0,No Failure,9.899999999999977,65596.0,1.326086956521739
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure,9.899999999999977,47082.0,2.210526315789474
276,L47455,L,298.0,308.0,1401,54.7,65,0,No Failure,10.0,76634.7,1.1882998171846435
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure,9.899999999999977,46550.0,2.518796992481203
278,H29691,H,298.0,308.0,1479,50.7,70,0,No Failure,10.0,74985.3,1.3806706114398422
279,M15138,M,298.0,308.0,1620,29.4,75,0,No Failure,10.0,47628.0,2.5510204081632653
280,L47459,L,298.0,308.1,1819,23.4,78,0,No Failure,10.100000000000023,42564.6,3.3333333333333335
281,M15140,M,298.1,308.1,1456,43.7,80,0,No Failure,10.0,63627.200000000004,1.8306636155606406
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure,9.899999999999977,59349.0,2.2739726027397262
283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure,10.0,69222.0,1.706827309236948
284,L47463,L,298.2,308.2,1469,43.0,88,0,No Failure,10.0,63167.0,2.046511627906977
285,L47464,L,298.2,308.3,2051,19.2,90,0,No Failure,10.100000000000023,39379.2,4.6875
286,L47465,L,298.2,308.3,1568,36.0,92,0,No Failure,10.100000000000023,56448.0,2.5555555555555554
287,L47466,L,298.2,308.3,1589,33.2,94,0,No Failure,10.100000000000023,52754.8,2.831325301204819
288,L47467,L,298.2,308.3,1805,31.6,96,0,No Failure,10.100000000000023,57038.0,3.0379746835443036
289,H29702,H,298.2,308.4,1385,42.2,98,0,No Failure,10.199999999999989,58447.00000000001,2.3222748815165875
290,L47469,L,298.1,308.4,1436,46.7,103,0,No Failure,10.299999999999955,67061.2,2.2055674518201283
291,L47470,L,298.1,308.4,1438,45.6,105,0,No Failure,10.299999999999955,65572.8,2.302631578947368
292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure,10.300000000000011,62749.8,2.511737089201878
293,L47472,L,298.1,308.4,1335,40.2,109,0,No Failure,10.299999999999955,53667.00000000001,2.7114427860696515
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure,10.399999999999977,62361.6,2.4776785714285716
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure,10.399999999999977,70109.2,2.2700587084148727
296,M15155,M,298.1,308.6,1716,30.7,119,0,No Failure,10.5,52681.2,3.8762214983713354
297,L47476,L,298.0,308.5,1395,46.2,122,0,No Failure,10.5,64449.00000000001,2.6406926406926403
298,L47477,L,298.0,308.5,1713,25.3,124,0,No Failure,10.5,43338.9,4.901185770750988
299,H29712,H,297.9,308.5,2129,18.7,126,0,No Failure,10.600000000000023,39812.299999999996,6.737967914438503
300,M15159,M,297.8,308.3,1567,35.6,131,0,No Failure,10.5,55785.200000000004,3.6797752808988764
301,L47480,L,297.8,308.4,1622,38.3,134,0,No Failure,10.599999999999966,62122.6,3.4986945169712795
302,L47481,L,297.7,308.4,1740,27.1,136,0,No Failure,10.699999999999989,47154.0,5.0184501845018445
303,H29716,H,297.8,308.4,1512,35.1,138,0,No Failure,10.599999999999966,53071.200000000004,3.9316239316239314
304,M15163,M,297.8,308.4,1479,43.5,143,0,No Failure,10.599999999999966,64336.5,3.2873563218390807
305,L47484,L,297.8,308.4,1737,27.5,146,0,No Failure,10.599999999999966,47767.5,5.3090909090909095
306,L47485,L,297.8,308.4,2129,19.2,148,0,No Failure,10.599999999999966,40876.799999999996,7.708333333333334
307,L47486,L,297.8,308.4,1374,47.1,150,0,No Failure,10.599999999999966,64715.4,3.184713375796178
308,M15167,M,297.8,308.4,1579,36.6,152,0,No Failure,10.599999999999966,57791.4,4.1530054644808745
309,L47488,L,297.9,308.5,1305,47.2,155,0,No Failure,10.600000000000023,61596.00000000001,3.2838983050847457
310,M15169,M,297.9,308.5,1449,40.8,157,0,No Failure,10.600000000000023,59119.2,3.8480392156862746
311,H29724,H,298.0,308.6,1526,41.8,160,0,No Failure,10.600000000000023,63786.799999999996,3.8277511961722492
312,M15171,M,298.0,308.6,1453,44.1,165,0,No Failure,10.600000000000023,64077.3,3.7414965986394555
313,L47492,L,297.9,308.6,1468,36.0,168,0,No Failure,10.700000000000045,52848.0,4.666666666666667
314,L47493,L,298.0,308.6,1313,50.8,170,0,No Failure,10.600000000000023,66700.4,3.346456692913386
315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure,10.600000000000023,68900.0,3.2452830188679247
316,L47495,L,297.9,308.4,1646,40.6,175,0,No Failure,10.5,66827.6,4.310344827586206
317,L47496,L,297.8,308.4,1714,33.2,177,0,No Failure,10.599999999999966,56904.8,5.331325301204819
318,L47497,L,297.8,308.4,1685,28.4,179,0,No Failure,10.599999999999966,47854.0,6.302816901408451
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure,10.599999999999966,60328.799999999996,4.536340852130326
320,L47499,L,297.8,308.4,1612,32.1,183,0,No Failure,10.599999999999966,51745.200000000004,5.700934579439252
321,H29734,H,297.8,308.4,1550,38.2,185,0,No Failure,10.599999999999966,59210.00000000001,4.842931937172774
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure,10.599999999999966,49335.0,5.846153846153846
323,L47502,L,297.8,308.5,1448,40.0,192,0,No Failure,10.699999999999989,57920.0,4.8
324,L47503,L,297.8,308.5,1561,46.3,194,0,No Failure,10.699999999999989,72274.29999999999,4.190064794816415
325,M15184,M,297.8,308.5,1488,41.9,196,0,No Failure,10.699999999999989,62347.2,4.677804295942721
326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure,10.699999999999989,47232.200000000004,7.158273381294964
327,L47506,L,297.7,308.5,1501,41.4,201,0,No Failure,10.800000000000011,62141.4,4.855072463768116
328,L47507,L,297.7,308.5,1373,56.7,203,1,Overstrain Failure,10.800000000000011,77849.1,3.580246913580247
329,H29742,H,297.6,308.4,1703,31.4,205,0,No Failure,10.799999999999955,53474.2,6.528662420382166
330,H29743,H,297.7,308.5,1720,29.9,210,0,No Failure,10.800000000000011,51428.0,7.023411371237459
331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure,10.799999999999955,58576.2,5.131264916467781
332,M15191,M,297.6,308.4,1391,51.9,218,0,No Failure,10.799999999999955,72192.9,4.200385356454721
333,M15192,M,297.6,308.3,1538,40.2,0,0,No Failure,10.699999999999989,61827.600000000006,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,No Failure,10.699999999999989,51551.1,0.09584664536741214
335,M15194,M,297.5,308.1,1469,44.8,5,0,No Failure,10.600000000000023,65811.2,0.11160714285714286
336,L47515,L,297.4,308.1,1749,25.9,8,0,No Failure,10.700000000000045,45299.1,0.3088803088803089
337,M15196,M,297.6,308.2,1995,20.5,10,0,No Failure,10.599999999999966,40897.5,0.4878048780487805
338,L47517,L,297.6,308.3,1742,27.7,13,0,No Failure,10.699999999999989,48253.4,0.4693140794223827
339,L47518,L,297.5,308.2,1563,38.2,15,0,No Failure,10.699999999999989,59706.600000000006,0.3926701570680628
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure,10.699999999999989,55158.600000000006,0.5279503105590062
341,L47520,L,297.4,308.1,1474,39.4,20,0,No Failure,10.700000000000045,58075.6,0.5076142131979695
342,M15201,M,297.4,308.2,1530,32.6,22,0,No Failure,10.800000000000011,49878.0,0.6748466257668712
343,L47522,L,297.4,308.2,1471,46.5,25,0,No Failure,10.800000000000011,68401.5,0.5376344086021505
344,L47523,L,297.5,308.3,1388,48.6,27,0,No Failure,10.800000000000011,67456.8,0.5555555555555556
345,M15204,M,297.5,308.2,2448,13.8,29,0,No Failure,10.699999999999989,33782.4,2.101449275362319
346,L47525,L,297.5,308.3,1585,32.9,32,0,No Failure,10.800000000000011,52146.5,0.9726443768996961
347,M15206,M,297.5,308.3,1459,45.2,34,0,No Failure,10.800000000000011,65946.8,0.7522123893805309
348,L47527,L,297.5,308.3,1544,40.8,37,0,No Failure,10.800000000000011,62995.2,0.9068627450980393
349,L47528,L,297.6,308.3,1617,31.7,39,0,No Failure,10.699999999999989,51258.9,1.2302839116719244
350,L47529,L,297.6,308.3,1595,34.3,41,0,No Failure,10.699999999999989,54708.49999999999,1.1953352769679302
351,H29764,H,297.6,308.3,1400,44.3,43,0,No Failure,10.699999999999989,62019.99999999999,0.9706546275395035
352,M15211,M,297.6,308.4,1611,31.0,48,0,No Failure,10.799999999999955,49941.0,1.5483870967741935
353,M15212,M,297.6,308.4,1507,46.0,51,0,No Failure,10.799999999999955,69322.0,1.108695652173913
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure,10.800000000000011,50220.0,1.8
355,L47534,L,297.6,308.3,1658,34.3,59,0,No Failure,10.699999999999989,56869.399999999994,1.7201166180758019
356,L47535,L,297.6,308.3,1623,36.9,61,0,No Failure,10.699999999999989,59888.7,1.6531165311653118
357,M15216,M,297.6,308.4,1398,48.9,63,0,No Failure,10.799999999999955,68362.2,1.2883435582822087
358,L47537,L,297.6,308.4,1517,34.2,66,0,No Failure,10.799999999999955,51881.4,1.9298245614035086
359,M15218,M,297.6,308.3,1467,36.7,68,0,No Failure,10.699999999999989,53838.9,1.8528610354223432
360,M15219,M,297.6,308.3,1567,34.6,71,0,No Failure,10.699999999999989,54218.200000000004,2.052023121387283
361,M15220,M,297.5,308.3,1521,38.2,74,0,No Failure,10.800000000000011,58102.200000000004,1.9371727748691099
362,L47541,L,297.5,308.3,1596,36.8,77,0,No Failure,10.800000000000011,58732.799999999996,2.092391304347826
363,H29776,H,297.6,308.3,1640,30.9,79,0,No Failure,10.699999999999989,50676.0,2.55663430420712
364,L47543,L,297.6,308.3,1438,47.8,84,0,No Failure,10.699999999999989,68736.4,1.7573221757322177
365,L47544,L,297.6,308.4,1407,55.2,86,0,No Failure,10.799999999999955,77666.40000000001,1.5579710144927534
366,L47545,L,297.6,308.4,1353,57.5,88,0,No Failure,10.799999999999955,77797.5,1.5304347826086957
367,M15226,M,297.6,308.5,1552,40.9,90,0,No Failure,10.899999999999977,63476.799999999996,2.2004889975550124
368,M15227,M,297.6,308.4,1569,38.3,93,0,No Failure,10.799999999999955,60092.7,2.428198433420366
369,L47548,L,297.5,308.4,1489,39.5,96,0,No Failure,10.899999999999977,58815.5,2.430379746835443
370,H29783,H,297.5,308.4,1587,36.1,98,0,No Failure,10.899999999999977,57290.700000000004,2.714681440443213
371,M15230,M,297.5,308.3,1622,37.2,103,0,No Failure,10.800000000000011,60338.4,2.768817204301075
372,L47551,L,297.5,308.4,1604,38.1,106,0,No Failure,10.899999999999977,61112.4,2.7821522309711284
373,M15232,M,297.4,308.3,1405,51.7,108,0,No Failure,10.900000000000034,72638.5,2.0889748549323017
374,L47553,L,297.4,308.3,1412,42.0,111,0,No Failure,10.900000000000034,59304.0,2.642857142857143
375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure,10.900000000000034,61533.0,2.627906976744186
376,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure,10.800000000000011,57334.2,3.074866310160428
377,M15236,M,297.4,308.2,1401,51.9,117,0,No Failure,10.800000000000011,72711.9,2.254335260115607
378,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure,10.800000000000011,76753.59999999999,2.226345083487941
379,L47558,L,297.3,308.2,1754,29.4,123,0,No Failure,10.899999999999977,51567.6,4.183673469387755
380,L47559,L,297.3,308.2,1754,26.8,125,0,No Failure,10.899999999999977,47007.200000000004,4.664179104477612
381,L47560,L,297.5,308.3,2564,12.8,127,1,Power Failure,10.800000000000011,32819.200000000004,9.921875
382,L47561,L,297.5,308.5,1546,40.4,129,0,No Failure,11.0,62458.399999999994,3.1930693069306932
383,L47562,L,297.5,308.5,1335,48.0,131,0,No Failure,11.0,64080.0,2.7291666666666665
384,M15243,M,297.5,308.6,1842,27.0,133,0,No Failure,11.100000000000023,49734.0,4.925925925925926
385,L47564,L,297.5,308.5,1712,26.8,136,0,No Failure,11.0,45881.6,5.074626865671641
386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure,11.0,64195.6,3.039647577092511
387,L47566,L,297.6,308.7,1319,50.9,141,0,No Failure,11.099999999999966,67137.09999999999,2.7701375245579567
388,L47567,L,297.7,308.7,1249,60.4,143,0,No Failure,11.0,75439.59999999999,2.3675496688741724
389,L47568,L,297.6,308.7,1455,48.2,145,0,No Failure,11.099999999999966,70131.0,3.008298755186722
390,M15249,M,297.6,308.7,1408,54.8,147,0,No Failure,11.099999999999966,77158.4,2.6824817518248176
391,L47570,L,297.6,308.7,1460,46.7,150,0,No Failure,11.099999999999966,68182.0,3.2119914346895073
392,L47571,L,297.6,308.6,1491,38.1,152,0,No Failure,11.0,56807.1,3.9895013123359577
393,M15252,M,297.6,308.5,1490,43.4,154,0,No Failure,10.899999999999977,64666.0,3.5483870967741935
394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure,10.899999999999977,70470.0,3.0076628352490418
395,L47574,L,297.5,308.4,1528,39.9,160,0,No Failure,10.899999999999977,60967.2,4.010025062656641
396,L47575,L,297.4,308.3,1571,37.7,162,0,No Failure,10.900000000000034,59226.700000000004,4.297082228116711
397,L47576,L,297.4,308.3,1490,42.6,164,0,No Failure,10.900000000000034,63474.0,3.8497652582159625
398,M15257,M,297.4,308.3,1774,28.9,166,0,No Failure,10.900000000000034,51268.6,5.743944636678201
399,H29812,H,297.4,308.3,1502,43.6,169,0,No Failure,10.900000000000034,65487.200000000004,3.8761467889908254
400,L47579,L,297.4,308.4,1392,49.7,174,0,No Failure,11.0,69182.40000000001,3.5010060362173037
401,L47580,L,297.4,308.5,2100,16.9,176,0,No Failure,11.100000000000023,35490.0,10.414201183431954
402,L47581,L,297.5,308.5,1722,30.4,178,0,No Failure,11.0,52348.799999999996,5.855263157894737
403,L47582,L,297.4,308.6,1678,32.3,180,0,No Failure,11.200000000000045,54199.399999999994,5.572755417956657
404,L47583,L,297.3,308.6,1273,59.8,182,0,No Failure,11.300000000000011,76125.4,3.0434782608695654
405,L47584,L,297.3,308.6,1297,45.9,184,0,No Failure,11.300000000000011,59532.299999999996,4.008714596949892
406,L47585,L,297.3,308.5,1350,57.6,186,0,No Failure,11.199999999999989,77760.0,3.2291666666666665
407,L47586,L,297.4,308.6,1439,51.9,188,0,No Failure,11.200000000000045,74684.09999999999,3.622350674373796
408,M15267,M,297.4,308.5,1600,42.1,190,0,No Failure,11.100000000000023,67360.0,4.513064133016627
409,M15268,M,297.4,308.6,1434,44.4,193,0,No Failure,11.200000000000045,63669.6,4.346846846846847
410,L47589,L,297.4,308.6,1459,41.3,196,0,No Failure,11.200000000000045,60256.7,4.7457627118644075
411,M15270,M,297.5,308.6,1472,44.9,198,0,No Failure,11.100000000000023,66092.8,4.409799554565701
412,L47591,L,297.5,308.7,1429,44.3,201,0,No Failure,11.199999999999989,63304.7,4.5372460496614
413,L47592,L,297.5,308.6,1388,48.2,203,0,No Failure,11.100000000000023,66901.6,4.211618257261411
414,L47593,L,297.4,308.4,1573,34.5,205,0,No Failure,11.0,54268.5,5.942028985507246
415,L47594,L,297.4,308.4,1588,32.5,207,0,No Failure,11.0,51610.0,6.369230769230769
416,L47595,L,297.5,308.4,1511,42.8,209,0,No Failure,10.899999999999977,64670.799999999996,4.8831775700934585
417,L47596,L,297.4,308.5,1495,37.8,211,0,No Failure,11.100000000000023,56510.99999999999,5.582010582010582
418,L47597,L,297.4,308.4,1394,50.1,213,0,No Failure,11.0,69839.40000000001,4.251497005988024
419,L47598,L,297.4,308.4,2151,17.7,0,0,No Failure,11.0,38072.7,0.0
420,M15279,M,297.3,308.3,1501,38.2,2,0,No Failure,11.0,57338.200000000004,0.05235602094240837
421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure,11.0,51519.6,0.12626262626262627
422,M15281,M,297.3,308.3,1657,31.1,8,0,No Failure,11.0,51532.700000000004,0.2572347266881029
423,L47602,L,297.3,308.3,1333,55.2,11,0,No Failure,11.0,73581.6,0.19927536231884058
424,L47603,L,297.3,308.3,1484,43.9,13,0,No Failure,11.0,65147.6,0.29612756264236906
425,L47604,L,297.3,308.4,1430,45.7,15,0,No Failure,11.099999999999966,65351.00000000001,0.3282275711159737
426,M15285,M,297.3,308.4,1665,28.9,17,0,No Failure,11.099999999999966,48118.5,0.5882352941176471
427,L47606,L,297.4,308.5,1501,44.9,20,0,No Failure,11.100000000000023,67394.9,0.44543429844098
428,M15287,M,297.5,308.5,1496,42.2,22,0,No Failure,11.0,63131.200000000004,0.5213270142180094
429,M15288,M,297.6,308.6,1595,36.9,25,0,No Failure,11.0,58855.5,0.6775067750677507
430,L47609,L,297.5,308.6,1208,62.3,28,0,No Failure,11.100000000000023,75258.4,0.44943820224719105
431,L47610,L,297.5,308.6,1596,37.1,30,0,No Failure,11.100000000000023,59211.600000000006,0.8086253369272237
432,L47611,L,297.5,308.5,1446,41.9,32,0,No Failure,11.0,60587.4,0.7637231503579952
433,M15292,M,297.6,308.5,1466,39.7,34,0,No Failure,10.899999999999977,58200.200000000004,0.8564231738035264
434,M15293,M,297.6,308.5,1848,23.7,37,0,No Failure,10.899999999999977,43797.6,1.5611814345991561
435,M15294,M,297.5,308.5,1484,44.7,40,0,No Failure,11.0,66334.8,0.8948545861297539
436,L47615,L,297.4,308.3,1493,41.2,43,0,No Failure,10.900000000000034,61511.600000000006,1.0436893203883495
437,L47616,L,297.3,308.3,1504,36.3,45,0,No Failure,11.0,54595.2,1.2396694214876034
438,L47617,L,297.3,308.3,1538,38.5,47,0,No Failure,11.0,59213.0,1.2207792207792207
439,L47618,L,297.4,308.4,1341,52.2,49,0,No Failure,11.0,70000.2,0.9386973180076628
440,M15299,M,297.4,308.3,1535,34.6,51,0,No Failure,10.900000000000034,53111.0,1.4739884393063583
441,L47620,L,297.4,308.5,1389,39.2,54,0,No Failure,11.100000000000023,54448.8,1.3775510204081631
442,H29855,H,297.5,308.5,1393,46.6,56,0,No Failure,11.0,64913.8,1.2017167381974247
443,L47622,L,297.4,308.5,1399,61.5,61,1,Power Failure,11.100000000000023,86038.5,0.991869918699187
444,H29857,H,297.4,308.5,1469,45.1,63,0,No Failure,11.100000000000023,66251.90000000001,1.3968957871396894
445,L47624,L,297.4,308.4,1582,37.2,68,0,No Failure,11.0,58850.4,1.8279569892473118
446,L47625,L,297.5,308.6,1793,26.7,70,0,No Failure,11.100000000000023,47873.1,2.6217228464419478
447,L47626,L,297.5,308.6,1452,39.0,72,0,No Failure,11.100000000000023,56628.0,1.8461538461538463
448,M15307,M,297.6,308.7,1376,59.9,74,0,No Failure,11.099999999999966,82422.4,1.2353923205342237
449,L47628,L,297.5,308.6,1552,44.9,77,0,No Failure,11.100000000000023,69684.8,1.7149220489977728
450,L47629,L,297.6,308.7,1622,37.9,79,0,No Failure,11.099999999999966,61473.799999999996,2.0844327176781
451,M15310,M,297.6,308.7,1419,41.7,81,0,No Failure,11.099999999999966,59172.3,1.9424460431654675
452,H29865,H,297.5,308.6,1440,46.1,84,0,No Failure,11.100000000000023,66384.0,1.822125813449024
453,M15312,M,297.4,308.6,1643,31.0,89,0,No Failure,11.200000000000045,50933.0,2.870967741935484
454,L47633,L,297.4,308.7,1510,36.2,92,0,No Failure,11.300000000000011,54662.00000000001,2.5414364640883975
455,L47634,L,297.4,308.7,1468,46.6,94,0,No Failure,11.300000000000011,68408.8,2.017167381974249
456,L47635,L,297.4,308.7,1429,57.4,96,0,No Failure,11.300000000000011,82024.59999999999,1.6724738675958188
457,H29870,H,297.3,308.7,1478,47.6,98,0,No Failure,11.399999999999977,70352.8,2.0588235294117645
458,L47637,L,297.4,308.6,1276,53.6,103,0,No Failure,11.200000000000045,68393.6,1.921641791044776
459,L47638,L,297.3,308.6,1486,42.6,105,0,No Failure,11.300000000000011,63303.6,2.464788732394366
460,L47639,L,297.4,308.6,1476,42.3,107,0,No Failure,11.200000000000045,62434.799999999996,2.529550827423168
461,H29874,H,297.3,308.6,1431,42.0,109,0,No Failure,11.300000000000011,60102.0,2.5952380952380953
462,L47641,L,297.4,308.7,1402,40.2,114,0,No Failure,11.300000000000011,56360.4,2.835820895522388
